name,classification,thc_percent,cbd_percent,cbg_percent,average_rating,rating_count,effects,medical,flavors,terpenes,lineage,awards,grow_info_yield,grow_info_height,grow_info_difficulty,grow_info_flowering_time_weeks,description,url
Lemon Slush,Hybrid,25,,,4.5,56,"Focused;Happy;Relaxed","Anxiety;Depression;Pain","Lemon;Citrus;Ammonia",Myrcene,"Grape Pie;Lemon OG",,medium,medium,moderate,,"Lemon Slush is a hybrid weed strain made from a genetic cross between Grape Pie and Lemon OG bred by Cannarado Seeds. Lemon Slush is 25% THC, making this strain an ideal choice for beginners. Leafly customers tell us Lemon Slush effects make them feel uplifted, happy, and relaxed. Medical marijuana patients often choose Lemon Slush when dealing with symptoms associated with pain, anxiety, and migraines. The dominant terpene of this cannabis strain is myrcene. Lemon Slush features an aroma of earthy citrus with a flavor profile of lemon and grapefruit.",https://www.leafly.com/strains/lemon-slush
Lemon Tart,Hybrid,19,,,4.5,15,"Euphoric;Energetic;Uplifted","Depression;Stress;Fatigue","Lemon;Tar;Diesel","Ocimene;Caryophyllene;Limonene","Wedding Cake;Super Lemon Haze",,medium,medium,easy,,"Lemon Tart is a Sativa-dominant hybrid weed strain made from a genetic cross between Wedding Cake and Super Lemon Haze. Bred by Cali Connection, Lemon Tart is 19% THC, making this strain an ideal choice for beginner cannabis consumers. Leafly customers tell us Lemon Tart effects make them feel euphoric, energetic, and uplifted. Medical marijuana patients often choose Lemon Tart when dealing with symptoms associated with pain, stress, and depression. The dominant terpene of this cannabis strain is ocimene. Lemon Tart features an aroma and flavor profile of tar, tea, and lemon.",https://www.leafly.com/strains/lemon-tart
Lemon Thai,Sativa,22,,,4.1,149,"Energetic;Talkative;Focused","Stress;Depression;Anxiety","Lemon;Citrus;Lime","Terpinolene;Myrcene;Pinene","Thai sativa;Hawaiian strain",,high,tall,moderate,10,"Lemon Thai is great for those looking for a little extra creative spark. Originally produced by Dutch Flowers, Lemon Thai is a cross between a Thai sativa and a Hawaiian strain. Taking after its Thai parentage, the effects of this strain are extremely cerebral, allowing users to feel introspective, focused, and thoughtful. This strain features a pleasant lemony-mint taste and typically flowers in 10 weeks. Lemon Thai produces high yields both indoors and outdoors but appreciates a lot of space to grow.",https://www.leafly.com/strains/lemon-thai
Lemon Trainwreck,Hybrid,18,,,4.1,65,"Creative;Hungry;Euphoric","Stress;Anxiety;Insomnia","Lemon;Citrus;Diesel","Myrcene;Pinene;Caryophyllene","Lemon Diesel;Trainwreck",,medium,medium,moderate,,"Lemon Wreck (also known as Lemon Trainwreck) is a sativa-dominant cross between Lemon Diesel and Trainwreck. This strain features a taste similar to sour lemon candy, and produces both a strong body and head stone. While it may have stimulating and cerebral effects at first, this is truly a nighttime strain for some as it produces strong sleepy effects over time. Lemon Wreck is helpful to those suffering from insomnia or are in need of relaxation.",https://www.leafly.com/strains/lemon-wreck
Lemon Tree,Hybrid,17,,,4.5,172,"Relaxed;Happy;Uplifted","Anxiety;Depression;Stress","Lemon;Citrus;Diesel","Myrcene;Pinene;Caryophyllene","Lemon Skunk;Sour Diesel",,medium,medium,moderate,,"Lemon Tree, also known as ""Lemon Tree Kush,"" is a balanced hybrid marijuana strain made by crossing Lemon Skunk with Sour Diesel. Lemon Tree features a robust flavor profile that tastes like fresh lemons with undertones of diesel. Lemon Tree provides happy, relaxing effects that can be euphoric. Medical marijuana patients choose this strain to help relieve symptoms associated with inflammation and chronic pain.",https://www.leafly.com/strains/lemon-tree
Lemon Walker OG,Hybrid,24,,,4.4,39,"Focused;Energetic;Uplifted","Depression;Stress;Pain","Lemon;Citrus;Pungent","Limonene;Myrcene;Caryophyllene","Lemon Skunk;Skywalker OG",2nd place for Best U.S. Concentrate at the 2014 Denver Cannabis Cup,medium,medium,moderate,,"Lemon Walker OG is a beautiful and complicated hybrid cross. With front-end parentage that consists of Lemon Skunk and Skywalker OG (Skywalker x OG Kush), this stimulating strain offers a potent cerebral buzz that transplants itself in the body with continued use. With bright notes of citrus and a pungent and slightly fruity undertone brought through by Skywalker, this strain is ideal for those seeking uplifting, mood enhancing effects.",https://www.leafly.com/strains/lemon-walker-og
Lemon Zkittle,Hybrid,23,,,4.6,32,"Relaxed;Giggly;Happy;Tingly;Creative","Anxiety;Depression;Pain","Citrus;Lemon;Mint","Limonene;Caryophyllene;Linalool","Las Vegas Lemon Skunk;Zkittlez",,medium,medium,moderate,,"Lemon Zkittle is a indica-dominant hybrid weed strain made from a genetic cross between Las Vegas Lemon Skunk and Zkittlez. Bred by Dutch Passion, Lemon Zkittle is 23% THC, making this strain an ideal choice for experienced cannabis consumers. Leafly customers tell us Lemon Zkittle effects make them feel relaxed, giggly, and happy. Medical marijuana patients often choose Lemon Zkittle when dealing with symptoms associated with anxiety, depression, and insomnia. The dominant terpene of this cannabis strain is limonene. Lemon Zkittle features an aroma and flavor profile of citrus, lemon, and mint.",https://www.leafly.com/strains/lemon-zkittle
Lemonatti,Hybrid,23,,,4.5,65,"Focused;Energetic;Uplifted","Depression;Anxiety;Stress","Lemon;Lime;Citrus","Limonene;Caryophyllene;Pinene","Biscotti;Gelonade",,medium,medium,moderate,,Lemonatti is a hybrid marijuana strain made by crossing Gelonade and Biscotti. We're still learning about the flavors and effects of Lemonatti.,https://www.leafly.com/strains/lemonatti
Lemonberry,Hybrid,14,,,4.5,99,"Giggly;Tingly;Happy","Stress;Anxiety;Pain","Lemon;Berry;Citrus","Caryophyllene;Myrcene;Limonene","Dabney Blue;Lemon Thai",,medium,medium,moderate,,"Lemonberry, also known as ""Lemon Berry"" and ""Lemonberry Kush,"" is a hybrid marijuana strain. Dabney Blue and Lemon Thai come together to produce Lemonberry by Fusion Seeds. Dabney Blue imparts its berry flavors and the sweet aroma of blueberry muffins, typical of strains influenced by DJ Short’s Blueberry line. Lemon Thai adds its own touch of citrus flavors and uplifting effects. Lemonberry is a strain rooted in the Pacific Northwest and is desired for its collage of flavors and balanced effects. The genetics of this strain help form a happy head buzz that initiates bouts of creativity and the giggles.",https://www.leafly.com/strains/lemonberry
Lemonhead OG,Hybrid,22,,,4.7,111,"Talkative;Relaxed;Happy","Depression;Stress;Pain","Lemon;Citrus;Pine","Myrcene;Limonene;Caryophyllene","OG Kush;C4",,medium,medium,moderate,,"Lemonhead OG by Royal Choice Farms is a gleeful Kush cut with bright, refreshing terpenes. Sweet on the nose and the palate, this strain offers consumers a clean, zestful lemon flavor coupled with a lung-expanding mint/eucalyptus. As with many OG strains, euphoria takes the lead, elevating the consumer’s mood and provoking both smiles and laughter. The effects remain peppy as they transition into the body, leaving a warm and fuzzy sensation without being overly stimulating.",https://www.leafly.com/strains/lemonhead-og
Lemonnade,Hybrid,18,,,4.5,37,"Energetic;Focused;Giggly","Stress;Depression;Anxiety","Lemon;Lime;Citrus",,"Lemon OG;Gorilla Haze",,medium,medium,moderate,,"Lemonnade, also known as ""The Original Lemonnade"" or simply ""Lemonade,"" is a sativa-dominant hybrid marijuana strain made by crossing Lemon OG and Gorilla Haze. Lemonade tastes and smells just like freshly squeezed lemons. This strain is ideal for wake and bake enthusiasts, as Lemonade tends to make consumers feel energetic and motivated. Medical patients pick this therapeutic strain for its ability to relieve anxiety, inflammation and cramping. Bred by Growing Passion, this strain produces dense, resinous buds with soft orange hairs that look beautiful against the buds light green coloration.",https://www.leafly.com/strains/the-original-lemonnade
Lifesaver,Hybrid,14,1,,4.4,53,"Relaxed;Euphoric;Happy","Anxiety;Stress;Pain","Sweet;Berry;Honey","Myrcene;Pinene;Caryophyllene","BOG Bubble;Subcool JCB",,medium,medium,moderate,8,"When it comes to both its candy-like taste and ability to knock out chronic pain, Lifesaver definitely lives up to its name. This indica-dominant cross of the breeder strains BOG Bubble and Subcool JCB was created to meet the special demands of pain sufferers. Relaxing with a grape and bubble gum aroma, this strain is worth a try for those looking for a stronger, medicated feeling. Lifesaver flowers quickly, usually within 8 weeks.",https://www.leafly.com/strains/lifesaver
Lifter,Hybrid,1,15,,4.5,57,"Focused;Uplifted;Energetic","Anxiety;Stress;Depression","Pepper;Tea;Woody","Myrcene;Caryophyllene;Pinene","Suver Haze;Early Resin Bud",,medium,medium,easy,,"Bred by Oregon CBD, Lifter is a CBD hemp cultivar created by crossing Suver Haze and Early Resin Bud. Buds have a funky cheese aroma with a hint of fuel, making Lifter a welcomed newcomer in the hemp market.",https://www.leafly.com/strains/lifter
Lilac Diesel,Hybrid,18,,,4.5,270,"Uplifted;Focused;Talkative","Anxiety;Depression;Stress","Lavender;Flowery;Violet","Terpinolene;Caryophyllene;Pinene","Silver Lemon Haze;Forbidden Fruit;NYC Cherry Pie;Citral Glue",,medium,medium,moderate,,"Bred by Ethos Genetics, Lilac Diesel crosses numerous genetics to bring an entirely new strain to the market. A Silver Lemon Haze x Forbidden Fruit is crossed with NYC Cherry Pie and Citral Glue to bring out this flavorful chemy strain. Big buds have a complex terpene profile, including notes of citrus, sweet berries, earthy pine, and chem. Lilac Diesel is a great afternoon strain for a lackadaisical adventure.",https://www.leafly.com/strains/lilac-diesel
Lilac Wine,Hybrid,20,,,5,6,"Uplifted;Creative;Happy","Anxiety;Lack of appetite;Bipolar disorder","Blueberry;Diesel;Lavender",,"Oooze (aka Oreoz);Gelato 45",,medium,medium,moderate,,"Lilac Wine is a hybrid weed strain made from a genetic cross between reportedly Oooze (aka Oreoz) and Gelato 45. This strain is 50% sativa and 50% indica. Lilac Wine is over 20% THC, making this strain an ideal choice for experienced cannabis consumers. Bred by K Savage, the average price of Lilac Wine typically ranges from $10-$15 per gram. We are still learning about Lilac Wine’s effects, flavors, and medical uses.",https://www.leafly.com/strains/lilac-wine
Lime OG,Hybrid,22,,,4.6,43,"Tingly;Focused;Aroused","Stress;Anxiety;PTSD","Lime;Lemon;Citrus","Myrcene;Terpinolene;Caryophyllene","Lime Skunk;Triple OG",,medium,medium,moderate,,"A Lime Skunk mother and a Triple OG Father come together to create Lime OG by Exotic Genetix. This strain puts out a sour lime candy terpene profile that is as delicious as it sounds. Its mother is noted for a clear-headed buzz that allows you to go about your day, while its father has sedating and calming effects. When crossed you, get a downright pleasant buzz that goes all day long. Leafly reviewers tell us that Lime OG’s effects include feeling tingly, focused, and aroused.",https://www.leafly.com/strains/lime-og
Lime Purple Mist,Indica,,,,4.4,7,"Happy;Uplifted;Euphoric","Cramps;Lack of appetite;Pain","Blueberry;Berry;Lime",,,,,,null,,"Lime Purple Mist is an indica-dominant strain with deeply relaxing qualities that taper in slowly over time. Its soothing, full-body qualities are a great way to unwind after a long day or for banishing bad moods. The high-THC content of Lime Purple Haze shakes the appetite wide awake, so be sure to have provisions prepared.",https://www.leafly.com/strains/lime-purple-mist
Lime Skunk,Sativa,21,,,4.7,136,"Energetic;Focused;Uplifted","Depression;Stress;Fatigue","Lime;Skunk;Citrus","Terpinolene;Pinene;Caryophyllene","Lemon Skunk;Green Ribbon",,medium,medium,moderate,,"Lime Skunk, not to be confused with Lime Green Skunk, is the odoriferous offspring of DNA Genetic’s Lemon Skunk and Exotic Genetix’ Green Ribbon BX, and the latest offering from Cresco Labs. This sativa-dominant strain by Exotic Genetix boasts THC content and an unparalleled aroma of fresh limes. Its racy yet clear-headed buzz is great for consumers looking to enjoy a flavorful connoisseur-grade strain while maintaining a high level of productivity.",https://www.leafly.com/strains/lime-skunk
Lime Sorbet,Indica,,,,4.7,112,"Sleepy;Relaxed;Euphoric","Anxiety;Stress;Pain","Lime;Citrus;Skunk",,"Bubba Kush;Lime Skunk",,medium,medium,moderate,,"Lime Sorbet is an indica marijuana strain made by crossing Bubba Kush with Lime Skunk. Blending these distinct strains produced a remarkable phenotype that is exceptional in flavor and versatile in effect. Lime Sorbet produces pleasant feelings of relaxation while subduing both anxiety and stress. In terms of flavor, Lime Sorbet offers a pungent and earthy aroma mixed with the tart flavor of fresh lime. Medical marijuana patients often choose Lime Sorbet to relieve symptoms associated with chronic pain, mental stress, and anxiety. This strain is known to produce dry mouth when smoked in large quantities, so it's best to stay hydrated while you partake. According to growers, Lime Sorbet flowers into fluffy buds with light olive green foliage, thick white trichomes, and fire orange hairs throughout.",https://www.leafly.com/strains/lime-sorbet
Limon,Sativa,20,,,4.8,30,"Energetic;Creative;Euphoric","Depression;Pain;Stress","Lemon;Diesel;Citrus","Myrcene;Limonene;Terpinolene","Sour Diesel;Strawberry Diesel;NYC Diesel",,medium,medium,easy,,"Created by LivWell, Limon is a sativa-dominant strain that blends Sour Diesel, Strawberry Diesel, and NYC Diesel. With notes of diesel and skunk in flavor, these bright green frosty buds will leave you with an uplifting and long-lasting cerebral buzz.",https://www.leafly.com/strains/limon
Limoncello,Hybrid,19,,,4.3,119,"Giggly;Happy;Talkative","Anxiety;Depression;Stress","Lemon;Citrus;Lime","Pinene;Caryophyllene;Myrcene","The Original Lemonnade;Cherry Pie",,medium,medium,moderate,,"Limoncello, also known as ""Lemoncello"" and ""Lemonchello 28,"" is a well-balanced hybrid marijuana strain made by crossing The Original Lemonnade and Cherry Pie. This strain produces compact green and purple buds with orange hairs and a thick coat of resin. With a delightful flavor profile of lemon and cherry with crisp citrus overtones, Limoncello leaves consumers feeling mellow and relaxed.",https://www.leafly.com/strains/lemonchello-28
