awards,aliases,effects,flavors,medical,terpenes,grow_info,description,strain_name,rating_count,cbd_percentage,cbg_percentage,rating_average,thc_percentage,lineage_parents,strain_classification,url,name,lineage,cbd_percent,thc_percent,average_rating,classification
"[]",,"[""relaxed"",""happy"",""hungry""]","[""pine"",""tea"",""pungent""]","[""stress"",""depression"",""pain""]","[""myrcene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Master Jedi is an indica weed strain made from a genetic cross between Master Kush and Jedi Kush. This strain is a force to be reckoned with, as it delivers a powerful body high that can make you feel like you’re levitating. Master Jedi is 23% THC, making this strain an ideal choice for experienced cannabis consumers who are looking for a strong and long-lasting buzz. Leafly customers tell us Master Jedi effects include relaxed, happy, and hungry. Medical marijuana patients often choose Master Jedi when dealing with symptoms associated with stress, depression, and pain. Bred by unknown breeders, Master Jedi features flavors like pine, tea and pungent. The dominant terpene of this strain is myrcene, which is known for its sedative and anti-inflammatory properties. The average price of Master Jedi typically ranges from $10-$15 per gram. Master Jedi is a rare strain that is hard to find in most dispensaries, so you might need to use the force to locate it. It is best suited for nighttime use as it can cause couch-lock and sleepiness, or as Yoda would say, “Sleep you must”. If you’ve smoked, dabbed, or consumed Master Jedi, tell us about your experience by leaving a strain review. May the force be with you.",,76,,,,,,,"https://www.leafly.com/strains/master-jedi","Master Jedi","[""Master Kush"",""Jedi Kush""]",,23,4.4,"Indica"
"[]",,"[""Sleepy"",""Relaxed"",""Tingly""]","[""Earthy"",""Pungent"",""Flowery""]","[""Stress"",""Anxiety"",""Pain""]","[""Myrcene"",""Caryophyllene"",""Limonene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""easy"",""flowering_time_weeks"":8}","Master Kush, also known as ""High Rise,"" ""Grandmaster Kush,"" and ""Purple SoCal Master Kush"" is a popular indica marijuana strain crossed from two landrace strains from different parts of the Hindu Kush region by the Dutch White Label Seed Company in Amsterdam. The plant produces a subtle earthy, citrus smell with a hint of incense, which is often described as a vintage flavor. The taste of Master Kush is reminiscent of the famous hard-rubbed charas hash. This strain holds a superb balance of full-body relaxation without mind-numbing effects. Instead, Master Kush offers a sharpened sensory awareness that can bring out the best of any activity.",,1814,,,,,,,"https://www.leafly.com/strains/master-kush","Master Kush","[""Hindu Kush"",""Platinum OG"",""Lemon Kush""]",,17,4.3,"Indica"
"[]",,"[""Relaxed"",""Euphoric"",""Giggly""]","[""Sweet"",""Earthy"",""Skunk"",""Blue Cheese""]","[""Depression"",""Stress"",""Insomnia""]","[""Caryophyllene"",""Myrcene"",""Limonene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":8}","Master Skunk by Mr. Nice Seeds is an indica-dominant hybrid that crosses Master Kush with Skunk #1. With an aroma both sweet and earthy like its Master Kush parent, Master Skunk induces heavy relaxation throughout the mind and body. This strain is recommended for late-night consumption and for patients treating sharp or chronic pain.",,30,,,,,,,"https://www.leafly.com/strains/master-skunk","Master Skunk","[""Master Kush"",""Skunk #1""]",0,23,4.4,"Hybrid"
"[""1st Place at High Times Los Angeles Cannabis Cup 2012""]",,"[""Relaxed"",""Sleepy"",""Euphoric""]","[""Earthy"",""Spicy/Herbal"",""Woody""]","[""Stress"",""Anxiety"",""Pain""]","[""Myrcene"",""Limonene"",""Caryophyllene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":8}","Master Yoda, also known as ""Master Yoda Kush"" and ""Yoda Kush,"" is a hybrid marijuana strain. With lab-tested THC levels that reach over 20%, strong medicine, Master Yoda is. This strain, however, is not about brute “Force,” as the original Master Yoda would know, and the sativa side of this mostly indica buzz has just enough of an uplifting balance to please just about anyone. Master Yoda clinched 1st Place at _High Times_ Los Angeles Cannabis Cup in 2012, where the OG Kush and Master Kush cross was already a local favorite. Growers also like this strain for its hybrid resilience and its 8 week flowering time.",,197,,,,,,,"https://www.leafly.com/strains/master-yoda","Master Yoda","[""OG Kush"",""Master Kush""]",1,15,4.5,"Hybrid"
"[]",,"[""Euphoric"",""Aroused"",""Energetic""]","[""Sage"",""Tea"",""Earthy""]","[""Stress"",""Pain"",""Depression""]","[""Myrcene"",""Caryophyllene"",""Ocimene""]","{""yield"":""medium"",""height"":""short"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","MTF, also known as ""Matanuska Thunder Fuck"" and ""Humble Warrior,"" is a sativa marijuana strain. Since many marijuana strains hail from the tropics or specific breeding hubs, it’s no surprise that this Alaskan hybrid’s name celebrates its origins. Developed from strains grown in Matanuska Valley’s grasslands, the flowers on these plants develop a frosting of icy white hairs that bring to mind its snowy homeland. Despite its rugged roots, these plants do best indoors but will still yield well in outdoor dry climates for the experienced grower. They will remain squat in size but tend to have very large leaves. This strain smells like hot chocolate with fruit, the latter of which can dominate the taste. Matanuska’s effects tend to come on slowly and then give a strong body buzz. It also goes by the less colorful name ""Matanuska Tundra,"" especially outside of the United States.",,221,,,,,,,"https://www.leafly.com/strains/matanuska-thunder-fuck","Matanuska Thunder Fuck","[""Haze"",""Northern Lights"",""Skunk"",""Highland Oaxacan Gold""]",,17,4.3,"Sativa"
"[""1st place rosin at the 2016 Lift Expo, Toronto"",""1st place medical indica at the 2012 Treating Yourself Expo, Toronto""]",,"[""Relaxed"",""Tingly"",""Sleepy""]","[""Berry"",""Blueberry"",""Sweet""]","[""Stress"",""Anxiety"",""Depression""]","[""Ocimene"",""Myrcene"",""Pinene""]","{""yield"":""high"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Mataro Blue by Kannabia Seeds is a rare three-way cross of Black Domina x Mazar I Sharif x Blue Monster. This strain is a stable, high yield producer on top of having flavorful, award-winning genetics. Its strong medicinal effects sedate and relax the consumer, helping to combat insomnia, chronic pain, and restlessness. Mataro Blue won 1st place rosin at the 2016 Lift Expo, Toronto, as well as 1st place medical indica at the 2012 Treating Yourself Expo, Toronto.",,52,,,,,,,"https://www.leafly.com/strains/mataro-blue","Mataro Blue","[""Black Domina"",""Mazar I Sharif"",""Blue Monster""]",,23,4.5,"Indica"
"[]",,"[""Energetic"",""Uplifted"",""Creative""]","[""Mango"",""Diesel"",""Tropical""]","[""Depression"",""Stress"",""Fatigue""]","[""Myrcene"",""Ocimene"",""Caryophyllene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Maui Mango Diesel is a sativa-dominant hybrid of Maui Wowie and Brooklyn Mango bred by Pua Mana 1st Hawaiian Pakalōlō Seed Bank. The Maui Waui father was sourced from Lower Nāhiku Maui, while the mother is Dr. Underground’s Brooklyn Mango. Their combination results in a flavorful mix of sweet mango and tropical flavors that invigorate the senses and uplift your mood.",,28,,,,,,,"https://www.leafly.com/strains/maui-mango-diesel","Maui Mango Diesel","[""Maui Wowie"",""Brooklyn Mango""]",,16,4.4,"Hybrid"
"[]",,"[""Energetic"",""Uplifted"",""Happy""]","[""Tropical"",""Pineapple"",""Citrus""]","[""Stress"",""Anxiety"",""Depression""]","[""Myrcene"",""Pinene"",""Caryophyllene""]","{""yield"":""medium"",""height"":""tall"",""difficulty"":""easy"",""flowering_time_weeks"":""7 - 9""}","Maui Wowie, also known as ""Maui Waui"" and ""Mowie Wowie,"" is a classic sativa marijuana strain made from a cross of Hawaiian and another strain that remains unknown. This strain features tropical flavors and stress-relieving qualities that will float you straight to the shores of Hawaii where this strain originally comes from. Since its beginnings in the island’s volcanic soil, Maui Wowie has spread across the world to bless us with its sweet pineapple flavors and high-energy euphoria. Lightweight effects allow your mind to drift away to creative escapes, while Maui Wowie’s motivating, active effects may be all you need to get outside and enjoy the sun.",,1817,,,,,,,"https://www.leafly.com/strains/maui-wowie","Maui Wowie","[""Hawaiian"",""Unknown""]",0,19,4.3,"Sativa"
"[]",,"[""Talkative"",""Uplifted"",""Creative""]","[""Tropical"",""Sweet"",""Citrus""]","[""Stress"",""Depression"",""Anxiety""]","[""Myrcene"",""Pinene"",""Ocimene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""easy"",""flowering_time_weeks"":null}","Maui, also known as ""Maui OG"" is a sativa marijuana strain. A relative to Hawaiian sativa strains, Maui lives up to its tropical reputation. The musky overtones for this easy sativa are complemented by its fruity aftertaste and floral aroma. Maui tends to be head heavy and delivers a slow cerebral sensation that becomes more prominent over time.",,154,,,,,,,"https://www.leafly.com/strains/maui","Maui","[""Hawaiian""]",,19,4.1,"Sativa"
"[]",,"[""Sleepy"",""Tingly"",""Relaxed""]","[""Pepper"",""Chestnut"",""Woody""]","[""Anxiety"",""Insomnia"",""Pain""]","[""Limonene"",""Caryophyllene"",""Pinene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Meat Breath is a very indica-dominant marijuana strain that crosses Meatloaf and the fabled Mendo Breath. Representing standard indicas today, it has deep purples, bright greens, orange hairs, and thick trichome coverage, making this flower striking in both color and contrast. And there is even more to this strain than just looks. This THC-dominant strain was designed to kick hard, so be mindful when dosing. For the experienced consumer, its effects will uplift your mood and bring a deep relaxation to your body, providing a gentle nudge to sleep. People report it useful for chronic issues surrounding pain and sleep. As the name suggests, Meat Breath has a reputation for being very pungent. It will smell earthy and sweet, but also give off a distinct diesel smell; to put it simply, it smells dank. Both the smell and the flavor tend to linger, so be sure to consider that when partaking.",,70,,,,,,,"https://www.leafly.com/strains/meat-breath","Meat Breath","[""Meatloaf"",""Mendo Breath""]",,25,4.5,"Indica"
"[]",,"[""Uplifted"",""Relaxed"",""Euphoric""]","[""Sweet"",""Spicy/Herbal"",""Chemical""]","[""Pain"",""Stress"",""Depression""]","[]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","Medibud (or Medi Bud) is an uplifting hybrid strain of unknown genetic origins, but many attribute its upbeat, active effects to sativa parentage. Others claim Medibud is a 60/40 indica-dominant cross, so it’s possible that this strain expresses itself in various phenotypes. Typically, you can expect high-energy euphoria and heightened sensory awareness from Medibud, but its indica-leaning phenotypes may induce heavier, more relaxing effects.",,97,,,,,,,"https://www.leafly.com/strains/medibud","Medibud","[""unknown genetic origins"",""60/40 indica-dominant cross""]",,,4.5,"Hybrid"
"[]",,"[""Tingly"",""Focused"",""Sleepy""]","[""Flowery"",""Berry"",""Strawberry""]","[""Pain"",""Stress"",""Anxiety""]","[""Ocimene"",""Myrcene"",""Terpinolene""]","{""yield"":""high"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":8}","Medicine Man delivers potent pain relief and high levels of THC and CBDs, making it a popular recommendation for many medical conditions from headaches and migraines to chronic pain management. Its heritage lies in Brazilian, Indian, and Afghani strains, though Medicine Man is sometimes mistaken to be its close family member, White Rhino. These plants require a little know-how to grow, but when done right they should produce large flowers in 8 to 10 weeks. Medicine Man is a nice strain to look at, with a range of greens and sometimes purples and yellow and red hairs throughout its dense buds. This medicine has a fruity aroma, with just a slight sour note that isn’t quite strong enough to have you reaching for that spoonful of sugar.",,129,,,,,,,"https://www.leafly.com/strains/medicine-man","Medicine Man","[""Afghani"",""South American""]",1,18,4.3,"Hybrid"
"[]",,"[""Focused"",""Relaxed"",""Happy""]","[""Spicy/Herbal"",""Pine"",""Pepper""]","[""Stress"",""Pain"",""Anxiety""]","[""Myrcene"",""Pinene"",""Caryophyllene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","MediHaze (or CBD Medi Haze) is an 80/20 sativa-dominant strain bred by CBD Crew that crosses genetics from Super Silver Haze, Neville’s Haze, and an undisclosed CBD-rich parent. Its THC to CBD ratio typically comes out 1:1, but some seeds will offer a doubled CBD content. THC and CBD’s synergy provide relief to a variety of symptoms, some of which include pain, inflammation, and anxiety. Pine, mint, and spice aromas burst from MediHaze buds in a fragrant introduction to its clear-headed, uplifting effects.",,149,,,,,,,"https://www.leafly.com/strains/medihaze","MediHaze","[""Super Silver Haze"",""Neville's Haze""]",9,5,4.5,"Sativa"
"[]",,"[""Relaxed"",""Creative"",""Happy""]","[""Blueberry"",""Sweet"",""Pungent""]","[""Anxiety"",""Stress"",""Insomnia""]","[""Myrcene"",""Pinene"",""Caryophyllene""]","{""yield"":""null"",""height"":""null"",""difficulty"":""null"",""flowering_time_weeks"":null}","Medusa mixes smooth, sweet flavors with an earthy aroma of fresh blueberries to create a compelling hybrid. Using their strain Misty, Nirvana Seeds has developed a strong mix of sedating body effects with balanced and clear cerebral activity. Medical consumers appreciate Medusa’s ability to combat sleep issues and body pains.",,83,,,,,,,"https://www.leafly.com/strains/medusa","Medusa","[""Misty"",""Widow's Glaze"",""Numbskull""]",0,14,4.1,"Hybrid"
"[""Award-winning""]",,"[""Aroused"",""Energetic"",""Uplifted""]","[""Tropical"",""Lemon"",""Citrus""]","[""Depression"",""Stress"",""Anxiety""]","[""Pinene"",""Myrcene"",""Caryophyllene""]","{""yield"":""medium"",""height"":""medium"",""difficulty"":""moderate"",""flowering_time_weeks"":null}","The award-winning Melonade was created by breeder Midwest Best from Watermelon Zkittlez x Lemon Tree. This strain puts out a very sweet flavor profile, offering notes of citrus and melon. The high tends to be euphoric and cerebral, making Melonade a great choice for anyone looking for an energizing afternoon treat.",,80,,,,,,,"https://www.leafly.com/strains/melonade","Melonade","[""Watermelon Zkittlez"",""Lemon Tree""]",,21,4.6,"Hybrid"
